"field_id","fp_id","harvest","PAN","WV_482","WV_486","WV_490","WV_494","WV_498","WV_502","WV_506","WV_510","WV_514","WV_518","WV_522","WV_526","WV_530","WV_534","WV_538","WV_542","WV_546","WV_550","WV_554","WV_558","WV_562","WV_566","WV_570","WV_574","WV_578","WV_582","WV_586","WV_590","WV_594","WV_598","WV_602","WV_606","WV_610","WV_614","WV_618","WV_622","WV_626","WV_630","WV_634","WV_638","WV_642","WV_646","WV_650","WV_654","WV_658","WV_662","WV_666","WV_670","WV_674","WV_678","WV_682","WV_686","WV_690","WV_694","WV_698","WV_702","WV_706","WV_710","WV_714","WV_718","WV_722","WV_726","WV_730","WV_734","WV_738","WV_742","WV_746","WV_750","WV_754","WV_758","WV_762","WV_766","WV_770","WV_774","WV_778","WV_782","WV_786","WV_790","WV_794","WV_798","WV_802","WV_806","WV_810","WV_814","WV_818","WV_822","WV_826","WV_830","WV_834","WV_838","WV_842","WV_846","WV_850","WV_854","WV_858","WV_862","WV_866","WV_870","WV_874","WV_878","WV_882","WV_886","WV_890","WV_894","WV_898","WV_902","WV_906","WV_910","WV_914","WV_918","WV_922","WV_926","WV_930","WV_934","WV_938","WV_942","WV_946","WV_950","lab_no","doy","fb","fb_sample","db_sample","db_p","db","logdb","n","c","cn_ratio","adf","source"
"g1","101","H1",23.7002,5.47075954537846e-08,0.0152430718126962,6.20090978564747e-09,0.167931545202261,0.207294800712815,0.167292907829606,0.174964901379058,0.14975953979515,0.146549737749206,0.104810245225859,0.0388588581925747,3.41994778052523e-08,0.0260250095115375,0.00414457257745626,2.18281257513553e-08,0.022048990726947,-2.63021426860632e-09,3.16098437425083e-08,0.00264601080099258,2.38167409127854e-08,0.102952989959902,0.200530328930563,0.275322961825256,0.335576814872257,0.386589847632336,0.428746533988156,0.472833055202226,0.494800558903171,0.526734350132657,0.550549963256401,0.582746223712229,0.602013445781577,0.626241133726651,0.639004156325215,0.652387581599689,0.66531045212967,0.677788184964992,0.696125165397185,0.713576332824141,0.732456769125717,0.750726315179672,0.765602699777737,0.77776293463773,0.79238059569753,0.805034709294025,0.811261697105136,0.815988434011245,0.820359413677638,0.810120032991161,0.787921688908793,0.754020890020287,0.707119832148534,0.644218999750863,0.574692487232032,0.500492150180132,0.430078117751819,0.362440423511467,0.295405351377003,0.233326138360796,0.177226851665586,0.130392640479626,0.0907405496535085,0.0571171987335115,0.0312670826668989,0.0125372096132692,0.00257701643279129,2.71268786322665e-08,0.00231250571989683,0.00801072329705366,0.0134901003003159,0.0179772768426005,0.0147039015050817,0.00831690890055736,0.00511463885947849,0.00417735361331584,0.00330413784658257,0.00194932679635951,-2.33787322834189e-09,0.00170446184177087,0.00476008169932574,0.00858972378132261,0.0131338794792212,0.0174883351921014,0.0215932327682389,0.0247550854628931,0.0276588634615338,0.0264731864054726,0.0244060525362045,0.0209002110954349,0.0182313886195579,0.0151013657379049,0.0157658393630752,0.0191787529589977,0.0234929646035508,0.0261297711614246,0.0273791818101548,0.0270187161050514,0.0244387708190527,0.0182580663719178,0.00953238758215214,3.3904729246359e-08,-1.45024579012443e-08,1.38623110768066e-08,-0.0156716428842836,-0.0286356846640055,-0.040733341167388,-0.0511925778082449,-0.0582804798088141,-0.061771778452181,-0.0566453548154797,-0.0460547724643439,-0.0304379346717787,-0.0168987429645058,-0.0174048534177769,-0.0163400746778037,-0.010811416837639,-0.00743403195052217,-2.52009368928441e-09,331,"194",0.049,0.028,0.013,45.29,0.022,-3.81671282562382,1.405807495,45.06924057,32.05932617,30.2045,"Witzenhausen"
"g1","102","H1",26.3922,-2.90502024657968e-08,0.0613668405943001,-2.89000461339839e-08,5.69918223725097e-09,0.126388149136106,0.244387880334041,0.197621010708531,0.145957110601874,0.114935854535126,0.0576252194612528,0.0285735851645108,0.0476058726715975,0.00552445415926828,2.99849470808411e-08,-3.87275223001637e-08,0.0167833934390514,2.08410947388771e-08,3.83835963013723e-09,-3.89250920385109e-09,0.0892464819705927,0.169733675053973,0.255057067104718,0.327631195746818,0.386997583974693,0.440468890456628,0.490305292490995,0.525838303487535,0.547987598335476,0.576449332859545,0.593110104467001,0.61291338019181,0.641123965062023,0.660540395047916,0.670846002597164,0.689517977496828,0.702610551309656,0.714432074429559,0.728132964094973,0.744490608588577,0.758083049201072,0.769727538046496,0.786775528822452,0.800639539692344,0.812035595009591,0.822750266026938,0.832512328403867,0.836501203275846,0.837626855974945,0.829813196534002,0.815431867015644,0.788387670231682,0.744639406398628,0.685843020686267,0.620120885128951,0.551456052742157,0.483880218747789,0.416404679536675,0.347121185444972,0.282069895963459,0.219710430102992,0.161053120245109,0.11207219188339,0.0746287450601216,0.0448404921889172,0.0215557448927747,0.00717251642822214,-3.20634976347378e-08,-1.0372335879083e-08,0.00565471043653376,0.0113869896124477,0.0131739920518569,0.00944532271834497,0.00326038015343721,-1.25429562292112e-08,0.0013521593061756,0.00298031738662896,0.00166708302609475,4.26748373305585e-08,2.32029572222459e-08,-2.39597550688586e-08,1.77026530101543e-08,-4.27504065481088e-08,0.00604657033194567,0.0121290876413572,0.0159695336331971,0.0162085795525028,0.0152402838379119,0.0147087961577242,0.0141989805370611,0.0120734210935556,0.00920038201357298,0.00686464140436149,0.00568214792809163,0.00512414351736867,0.00772427423535182,0.01021825571154,0.0123863448310016,0.0100557803176423,0.00603732057250761,0.00153011729339081,-4.2820071932681e-09,-4.27383262113779e-09,0.000291674632573513,1.37439408742779e-08,-1.62538116299515e-09,1.2073004640456e-07,-0.0133880213602267,-0.0255299939852744,-0.0356674526605263,-0.0417896906641717,-0.0469695897856182,-0.0450805411070931,-0.0371995794424169,-0.0301786274886024,-0.0195848596087147,-0.0113532914817345,-0.00586357169834351,-1.03895809733245e-08,331,"194",0.424,0.108,0.036,33.08,0.14,-1.96611285637283,1.27442348,44.94712448,35.26859283,31.2985,"Witzenhausen"
"g1","103","H1",24.3071,3.13987972289098e-08,0.118773045420008,0.143418874904542,0.208532599327196,0.240717681948491,0.242728112579886,0.254555577674563,0.257956183969439,0.150361076657611,0.117977329134598,0.067187206811425,0.0588420912050635,0.0308520503761979,-2.7898624965772e-08,0.0208978321796565,0.0233135185207275,-3.45031134774132e-08,6.52146459056979e-09,0.00680232335289688,3.34806897761553e-08,0.106891222380976,0.177671125349142,0.254760647242154,0.326721375684346,0.380182890131767,0.419944672896391,0.461581640169209,0.494913084993452,0.518704643934267,0.542464533662893,0.566159809406093,0.597629997987451,0.622801105853172,0.640440419652494,0.654901484069511,0.66812442079926,0.684176315776168,0.699644655000746,0.714252710088709,0.732526333852473,0.75166580102055,0.765408791005601,0.777421228979704,0.794171390064844,0.807347249157192,0.817043008541088,0.823178911402736,0.823445772253167,0.811406022269417,0.792390776321391,0.761202542534392,0.709298147328531,0.647293556668325,0.580405122603326,0.508073443702117,0.436352356416532,0.365981404652643,0.29991928527361,0.237513539787734,0.18181010790352,0.13417938860437,0.0938568741458057,0.0622667587229706,0.0353389046856906,0.0140622295836832,0.00209819153125823,3.28199512011906e-09,-1.23468242296809e-08,0.00606326730474027,0.0124634694092099,0.0136893390698332,0.0108810876052673,0.00530521968885034,0.00283442342677986,0.00309969771120377,0.00211327594958644,0.000854022146417832,4.15251639740433e-08,1.80531556370767e-09,0.000105644907224089,0.000614272851453768,0.000571290112926226,0.00151691488997208,0.00611226420830979,0.0100700947401727,0.0131833193879125,0.0144115000030716,0.0156221118008347,0.0158869053748718,0.0165031087021851,0.0176647272228436,0.0192714853851369,0.0201020495893625,0.0187433894465538,0.0165933822670201,0.0118186860400167,0.00720785693987602,0.00137906612095062,0.000167948134018214,-1.35528264166851e-08,-4.42522203325524e-08,7.89795799122084e-05,4.54214496015126e-08,0.000231156746759331,1.3410787058632e-07,-0.0049480513274911,-0.00908764478343693,-0.0116288589972535,-0.0180445220005894,-0.0288915368899105,-0.0341253162272976,-0.0354572120851351,-0.0254040905731698,-0.0182706524288574,-0.0123722957575476,-0.0061335070190589,-0.00192153398826544,-2.15783142465398e-08,331,"194",0.262,0.074,0.029,38.68,0.101,-2.29263476214088,1.274815321,44.99882126,35.29830551,30.635,"Witzenhausen"
"g1","104","H1",27.7936,3.26660470895135e-08,0.0381017538915401,0.0586137783930623,-1.32790163309693e-08,0.136442475876117,0.18893537591677,0.213865116880666,0.157098426048533,0.151613180609472,0.146528635633347,0.0761404162853515,0.0444062833943155,0.0270658908619104,-1.56537018902725e-08,0.0250729957955429,0.0048261951612647,0.00265468110256672,4.16637683242627e-08,0.00944015441652457,-5.36694111374914e-09,0.129364810855899,0.218028893391848,0.304803097678777,0.394222609279549,0.453347781171876,0.481989580688026,0.528564214825945,0.559626688383531,0.579451585278206,0.601787804478279,0.632630125260054,0.661260587319635,0.676148513856185,0.691704478115972,0.70657757386685,0.718540761785493,0.73433320867608,0.748302664726915,0.762924594342901,0.777307330700276,0.791529501297251,0.806780192852333,0.817561363968982,0.833456621192114,0.842898029470763,0.849498448089075,0.856651533779266,0.856360524809421,0.846400873252682,0.830400317665049,0.799966286816648,0.751659428897896,0.692924584671872,0.625670650673665,0.549582784112908,0.475515563018244,0.405666348628673,0.337576435804517,0.271262456884192,0.210634973552861,0.157170952211398,0.113760488851308,0.0741768739478207,0.0430140448742329,0.0201955786827502,0.00169134035957308,-6.24773610624629e-09,1.04917613485966e-08,0.00830886837270017,0.0161733112293225,0.0176465382258671,0.0129437356870966,0.00477206958189935,3.00914682060949e-09,0.000844172406264443,0.0021648353495306,0.00121147411403077,0.000214036978912091,-5.31706252360209e-08,-5.68748717011403e-08,-4.91383305156745e-08,4.77754767969074e-08,0.00661049994052521,0.0111376083354696,0.0118431897211635,0.0125179112524829,0.0126886844131139,0.0134412747201754,0.0143932730063757,0.0153831661234977,0.0154292875428637,0.0133123016059871,0.0109164562611721,0.00917259677594306,0.00800184188329001,0.00664557774631414,0.00543822193249055,0.00301240001757996,0.0011857075516345,4.89192084618395e-08,-4.66304546087315e-08,-9.03017483011581e-09,0.00202611480209713,0.002620328046544,0.0025313091608562,-3.19958910477425e-08,-0.0164152593345093,-0.0287360739290756,-0.0384948767586011,-0.03990787321143,-0.0361758154804328,-0.0270639417110654,-0.013859822114678,-0.0078276878099155,-0.00484188578742839,-0.00329989897364258,-0.000831877777517143,-2.97320683628755e-08,331,"194",0.41,0.084,0.029,34.02,0.139,-1.97328134585145,1.234998345,45.2730751,36.65840912,31.3315,"Witzenhausen"
"g1","105","H1",23.9523,3.37546460782434e-08,2.29855892097675e-08,-2.64963757601322e-08,1.27687305173652e-10,0.174611788736904,0.130092928665635,0.131696520702896,0.133774650806557,0.0726973035751183,0.084973158102818,0.0782176141046239,0.00765653439503811,2.09287150942927e-08,1.10421836119201e-08,2.12565809398768e-08,0.0132786150357379,-2.99773439405016e-08,0.0144855152164618,4.24480799399163e-08,0.095644199429244,0.178579679572872,0.267251734288569,0.332779599482011,0.380935325194448,0.427266667993041,0.472184376739688,0.494546764278986,0.52988237116319,0.543990666939107,0.564512820753564,0.594523887422575,0.613599251089302,0.6342509375866,0.655278336628962,0.667287108604947,0.679623554820407,0.691852041924472,0.705831480435783,0.719688349889089,0.734003098338517,0.754112942273317,0.769046076463034,0.777898198337766,0.795051602589414,0.80667680776481,0.814596882932424,0.819724669987191,0.81662881274722,0.807899653462051,0.786106222544738,0.748050910110279,0.694113951256605,0.630403378107551,0.561679258369857,0.488486664346649,0.420257529614492,0.356738367542878,0.294551688002968,0.233376858258169,0.181132810771673,0.134709565166137,0.0949828651910365,0.0652041407464961,0.0376710889251372,0.0152350684185039,1.39003114574265e-08,0.00285894613059334,0.0089015192105748,0.0129327605748372,0.0155749364176196,0.0160454560213079,0.0144608603584295,0.00736172182439565,0.000331436784069439,-1.58152084761554e-08,0.000700819814963949,0.000388663966926606,1.94130082009636e-08,-3.77533226902926e-09,0.00213926146936205,0.00443742232870037,0.00732326089657442,0.0114857009645039,0.015346390114665,0.0169021716332687,0.0183549114574166,0.0158952564260744,0.0131668764190366,0.0092981284703304,0.00864164669216383,0.00785390205284886,0.00652928578924494,0.00687644787968855,0.00761923832113076,0.00821256806727633,0.00684042580967592,0.00401811802192875,0.000994339803952915,3.52177946805199e-08,0.00195316573139814,0.00222584357863909,-5.03548174268786e-08,-2.90987238749096e-08,-8.35453242142847e-08,-0.0154396042081826,-0.0255913368244933,-0.0380975117733733,-0.0504420277492759,-0.063367600002783,-0.071734932844262,-0.0577589490143156,-0.035840885214242,-0.00416422296018104,0.0285884210983373,0.0296972008688786,0.0225795153881724,0.0130229949754337,-3.13490302605857e-08,331,"194",0.153,0.071,0.026,37.08,0.057,-2.86470401114759,1.387887836,44.88229752,32.33856201,28.8915,"Witzenhausen"
"g1","106","H1",24.6086,-4.38738563257601e-08,0.156268369863791,0.176332027643746,0.171470870473286,0.171221184697474,0.225188368753354,0.235817048059164,0.208805862290693,0.141418657423856,0.104220278142918,0.0572975764997478,0.0389751885624525,0.0270979441763599,0.0253524913453894,-1.52583554680064e-08,0.000166119603560944,0.00988498467343979,-2.64979034270141e-08,-1.59428727997124e-08,0.0921507282321217,0.159041393402178,0.224044884120083,0.289356598101695,0.344461503570798,0.386962363527593,0.441218084787424,0.474198816933643,0.492843815643888,0.513285110449278,0.533832043190675,0.557616902533974,0.577189622534091,0.600436824896516,0.614867183802305,0.629260179714912,0.644532525443478,0.655320514609673,0.672353945876537,0.685709993317398,0.699205083104766,0.718996153596429,0.732994477488865,0.746133619435172,0.759699391344129,0.769102301307118,0.779423704470801,0.787073795315968,0.788717656933345,0.780271536585148,0.759507969487964,0.725597405889739,0.676080175225616,0.615353644558029,0.545790812253575,0.475742809878452,0.408827094894303,0.34117898769432,0.279546059541018,0.223649702271746,0.173332236551682,0.129599364627015,0.0924440466128632,0.0613152621444975,0.0350796245542384,0.0130355692170967,1.88545140611396e-08,2.37020252313869e-08,0.00322276107417652,0.0106759319399907,0.0185260443281283,0.0201780088012166,0.0151947281145224,0.00756517605363183,0.00180752281661856,0.00169114206670018,0.00121326586126858,2.74311309222952e-08,5.44893019593928e-09,4.40563078241141e-08,0.000844233962919105,0.0003450196829623,-5.19078167116049e-08,1.28784362063428e-08,-2.97191686815523e-08,0.00619889666441664,0.00916690637872553,0.00943501051262119,0.00707277264968731,0.00535594915906767,0.00354499936223585,0.00354398330134642,0.00366705510160303,0.00772942684440148,0.0115729261724387,0.0127658296724079,0.0116736482165021,0.00846381084557668,0.00908375326873578,0.0078128905311331,0.00593577595067341,0.00294510093999789,-1.06233515317911e-08,-4.69582528417334e-08,3.53726824497969e-08,-0.0126301207029373,-0.024175432756393,-0.0338441992615972,-0.0382370952002058,-0.0356209449478404,-0.0327049091794103,-0.0316424428961104,-0.0302107197552943,-0.0306303901350022,-0.0266897110966831,-0.0184593258986241,-0.00882429193160728,-0.00350463734680528,-2.84249537241266e-08,331,"194",0.289,0.119,0.044,36.76,0.106,-2.24431618487007,1.341743946,45.4376564,33.86462402,32.8775,"Witzenhausen"
"g1","107","H1",22.565,2.72874570717008e-08,0.0879807925436704,0.146062280607022,0.209086112576616,0.219626724143889,0.224598127178264,0.221597191217718,0.19792820194743,0.176091835886092,0.0881796265010457,0.0532492000022015,0.0444040980220087,0.0104619506779094,0.0118217134096522,-4.43274870143284e-08,0.0277017823161994,-1.64339242214595e-08,0.0141778441592821,-8.83179862576355e-09,0.101680995687394,0.169456599914574,0.244267485543737,0.304675118006848,0.366520729611857,0.417011669423095,0.462824529010737,0.484900413099788,0.518306107516813,0.540865413097525,0.560852837525817,0.582759435833102,0.60372333073256,0.625208687952574,0.636291932927465,0.653220922186121,0.665098328718485,0.678028427832211,0.693879387499309,0.70811702601939,0.721466278772988,0.736299083998747,0.753554212738015,0.765560947292397,0.77631877766924,0.785223309451173,0.794418891281141,0.798596594283248,0.797526114884952,0.791970098116391,0.771817377307236,0.738037419246089,0.691005581959867,0.629639509376276,0.561730122823992,0.490572296203448,0.420839828837022,0.353334317069655,0.289746622244569,0.228652675244989,0.170460387139936,0.122624943759749,0.0854166249179166,0.0566134401992711,0.0285435059049561,0.00605431140167612,-1.58850339548877e-08,-1.41667395592293e-08,0.00309548236918578,0.00630958121255565,0.0107732184273738,0.0152131179873787,0.0107360918172038,0.0032927986776552,2.55411584104692e-08,0.00028358322553601,-2.30976378023939e-08,2.40668862616644e-08,1.47522561944058e-08,0.000330625898430359,3.8570808102989e-08,0.000237421257395343,0.00261673225094694,0.00762660906034984,0.0135451156824585,0.0187909804372074,0.0205700008797727,0.0195408220838121,0.0186012798275038,0.0170804519903218,0.0158021941426733,0.0128503234928389,0.0098195127340126,0.00735011636184124,0.00498759719626851,0.00625628222441255,0.00938779303811499,0.0130660006078125,0.0149973313692962,0.0113355756371014,0.00681598832670949,-4.14448109165022e-08,-3.63725369822987e-08,-0.0113140571752044,-0.0208457955834054,-0.0280623974418641,-0.037508820309067,-0.0476336164446083,-0.0563502621131435,-0.0610675684760325,-0.0597584920804584,-0.0532011806106485,-0.0431950892553412,-0.0336245698936519,-0.0275484892043796,-0.021904372959376,-0.0158638152065191,-0.0111285791864288,9.09791852965469e-09,331,"194",0.353,0.085,0.033,38.92,0.137,-1.98777435315401,1.718335629,45.74464417,26.62148476,33.7425,"Witzenhausen"
"g1","108","H1",23.8087,9.67025548526124e-09,3.3862285198083e-08,-3.0648631410557e-08,0.111208666018801,0.170311036744549,0.190081705360923,0.215903763446822,0.133708138600602,0.123373587528244,0.0626153509023357,0.0500523656630473,0.00980205989287164,-4.75058856697075e-08,-2.56410195298429e-08,0.007898062041095,4.2877114747597e-08,0.0125293369511189,2.44910456359548e-08,0.00436299258456507,-2.59198613683509e-08,0.0867548333363076,0.178445559316947,0.25608577626256,0.30253278600043,0.359729344331664,0.398028802935062,0.43650495972091,0.468519613793155,0.491953192059788,0.5230242105859,0.547194622344912,0.566374905252459,0.59722475884683,0.610095770523193,0.62893907861938,0.64032939144639,0.655871237675701,0.672644528409425,0.685697830191327,0.704352598088076,0.722332651013129,0.738899409910833,0.756650583380229,0.767833314080632,0.780169128583409,0.788727631625084,0.793241452555698,0.794075472171283,0.788688175347388,0.766924575276283,0.732797308443516,0.686951840186413,0.62335579221524,0.556309158971166,0.488467551200959,0.417397730289525,0.348137917438136,0.28592849981144,0.227191607203446,0.172983966697705,0.129181033603792,0.0917399408139553,0.0580380481592903,0.0308018502202019,0.00988091453115192,4.17780909867105e-09,3.2333559052411e-08,0.00358216266540501,0.011140658549904,0.0197065766323645,0.0236489738624178,0.0170582711370159,0.00659710590817775,0.00176137128542309,0.00313360810062413,0.00360084411261918,0.0019658663695159,-4.12643075264896e-08,0.000268316891686715,0.0024127412380559,0.00547663063936676,0.0103343800620374,0.0148105925321054,0.0169415920492235,0.0185870595122555,0.020030839797423,0.0199502710122628,0.0184595931184903,0.0166339135928156,0.0132992764330147,0.00803778949229295,0.00291548117456175,0.00069804850075128,-4.78752906207802e-08,-2.32769166164104e-08,-4.3370440794277e-08,0.00592292429633445,0.00986471883655926,0.00991994251837502,0.00863364669869382,0.00871149374187541,0.00836637787427774,0.00703212751336979,0.00393182281449866,1.47011862683399e-08,-6.05893395455581e-08,-0.0174391903181399,-0.0325482991310972,-0.0410306976961274,-0.0470224287120702,-0.0473916115617687,-0.042342607568663,-0.0390791946666609,-0.0308265642176011,-0.0221944019197673,-0.0109812760787891,0.0043910681078364,-2.17139823899259e-08,331,"194",0.29,0.103,0.041,40.2,0.117,-2.14558134418438,1.35896039,45.17063904,33.23911285,31.2055,"Witzenhausen"
"g1","109","H1",24.5062,-1.70411083022515e-08,0.178232426130185,0.230215598921666,0.192175035346792,0.239574678990932,0.267300454214052,0.300963943519454,0.249701188367731,0.144936939431223,0.122105239390357,0.0989840239506287,0.0525764515697666,0.0323806214857038,0.0247634556299207,-2.87247392538603e-08,0.0108484435633168,0.00798827957431691,-2.07860435530449e-08,7.29949434230548e-10,0.101634450385321,0.181934309628778,0.24923877757509,0.311698850082617,0.385433720718263,0.428822516818037,0.482281985613794,0.511758837172731,0.543989524452876,0.567992631683274,0.590697662612078,0.611833279286654,0.633730677381715,0.652848399889504,0.674528179962946,0.679438156654463,0.6905883079331,0.707598728332032,0.721863729581044,0.732740572193226,0.749611120430366,0.764233076733188,0.776494885857028,0.790572919062745,0.806647270224649,0.814210537141713,0.824195841574666,0.831403139019343,0.832621953575644,0.82711428514457,0.808500964722705,0.781162060593064,0.739354949340327,0.681760072028943,0.617301191600206,0.548714233214437,0.47973387833073,0.408262202739424,0.337993159338438,0.27686260407045,0.218158712594087,0.165364523560725,0.119964831146237,0.0815529733771749,0.0522090253541887,0.0278221359354749,0.0128775391605089,-3.0348901614019e-08,0.00250565677540349,0.00914946150499485,0.014959224507075,0.0202783826600862,0.0136549787661693,0.00604263471880717,0.00274092643113211,0.000679700108992098,2.00403466044108e-08,0.000673432736641333,0.000614624718184076,0.00057978428531158,4.98073637889007e-09,0.00343140956922039,0.00891711178798271,0.0122812677005897,0.0146051697828715,0.0165304321931879,0.0174843192258933,0.018100037053111,0.0182850422017123,0.0159924274448714,0.0129175067584827,0.010233947923993,0.0118635494817251,0.0132650400448103,0.0138363627515925,0.0109074384500032,0.00570172408056036,-6.0230376242032e-10,-3.29658746966999e-08,0.0033691229149061,0.00731440594620381,0.00695812864849465,0.00459201035819545,0.00217548347658592,3.85419041126767e-08,-0.0110992872338089,-0.0197001682760032,-0.0264618440014626,-0.0312192487470075,-0.0322065683715147,-0.0295332101382439,-0.0226840328611344,-0.0136151698476823,-0.00697194072871277,-0.00299995217874005,0.00430943405205819,0.0116276224621141,0.00433372248460018,-2.93732214107223e-08,331,"194",0.119,0.059,0.024,41.51,0.049,-3.01593498087151,1.527117968,45.37871552,29.71526527,30.892,"Witzenhausen"
"g1","110","H1",24.8805,-9.58855372878986e-08,0.0181713983718476,8.28183088774637e-09,0.067878966518239,3.83022085159723e-08,0.152697093600621,0.128212336145205,0.157970799191874,0.105319735086495,0.0701682378644793,0.0249839464704708,0.012012286695084,0.00406108420523821,-3.42636412575814e-08,0.0227882112149846,0.00605614205946747,-2.48440927830273e-08,-4.62436995363191e-08,-1.74950693931919e-08,0.0989553275960477,0.168778614518186,0.257864188769568,0.351386473908275,0.399617901044775,0.441232909711575,0.491041239459512,0.522483839048666,0.558861366128207,0.584209318582479,0.601499255532777,0.623703531944129,0.647784171071958,0.671204285144789,0.685268038210161,0.698408537764408,0.712114003110405,0.723520261825744,0.736433668621479,0.752197569178793,0.767369160149515,0.780619644423765,0.79506703257313,0.805514786481601,0.818621045422203,0.830094627745007,0.83859049167375,0.842073771221009,0.839091957091696,0.830755402085831,0.811275747095542,0.779531854171385,0.731452871893154,0.669593763825778,0.601510430982804,0.532761686242743,0.460560984723577,0.389387671010027,0.320727765191989,0.255974934790618,0.195525460318097,0.145606204391819,0.102994775669999,0.065311327374603,0.034541307581246,0.0123470935016313,-3.09585332924911e-08,-2.14295721168156e-08,0.00245622510931387,0.00768854104399652,0.0144806376504252,0.0183281232537358,0.0155377279950817,0.00763424050554418,0.000585377397449682,8.06610422898757e-09,0.000667407326092717,0.00163234845951121,0.000288895734621542,2.12659277964988e-08,3.1132968536518e-08,-4.88000950760181e-09,1.31199384689751e-08,6.2902581959845e-05,-1.6574375649725e-08,0.0066668626439822,0.0109937342721194,0.0105647985346056,0.00825727853209934,0.00560702025955129,0.00343090031405091,0.00155439757678177,-1.36713671494704e-08,0.00124016555309248,0.0025898448236652,0.00321055986693708,0.00306199185722988,0.00201968823428766,0.000601577599520176,0.000249925455254485,1.50271390886303e-08,8.34100591544651e-05,0.00144595865712682,0.00215780334946258,0.00248592737938969,2.64315112019631e-08,-0.0176035383698085,-0.0316854441136658,-0.0449476472581478,-0.0540285252826465,-0.0612247908388635,-0.0625074130939138,-0.0589785214798426,-0.050149717049105,-0.0397952228123271,-0.0298134812388413,-0.0196075869271783,-0.00905793780407382,-2.04717429674872e-08,331,"194",0.373,0.106,0.04,37.36,0.139,-1.97328134585145,1.444723606,45.74217224,31.66153908,30.618,"Witzenhausen"
