"field_id","fp_id","harvest","PAN","WV_482","WV_486","WV_490","WV_494","WV_498","WV_502","WV_506","WV_510","WV_514","WV_518","WV_522","WV_526","WV_530","WV_534","WV_538","WV_542","WV_546","WV_550","WV_554","WV_558","WV_562","WV_566","WV_570","WV_574","WV_578","WV_582","WV_586","WV_590","WV_594","WV_598","WV_602","WV_606","WV_610","WV_614","WV_618","WV_622","WV_626","WV_630","WV_634","WV_638","WV_642","WV_646","WV_650","WV_654","WV_658","WV_662","WV_666","WV_670","WV_674","WV_678","WV_682","WV_686","WV_690","WV_694","WV_698","WV_702","WV_706","WV_710","WV_714","WV_718","WV_722","WV_726","WV_730","WV_734","WV_738","WV_742","WV_746","WV_750","WV_754","WV_758","WV_762","WV_766","WV_770","WV_774","WV_778","WV_782","WV_786","WV_790","WV_794","WV_798","WV_802","WV_806","WV_810","WV_814","WV_818","WV_822","WV_826","WV_830","WV_834","WV_838","WV_842","WV_846","WV_850","WV_854","WV_858","WV_862","WV_866","WV_870","WV_874","WV_878","WV_882","WV_886","WV_890","WV_894","WV_898","WV_902","WV_906","WV_910","WV_914","WV_918","WV_922","WV_926","WV_930","WV_934","WV_938","WV_942","WV_946","WV_950","lab_no","fb","fb_sample","db_sample","db_p","db","logdb","n","c","cn_ratio","adf"
"BG","A01","H1",59.2155951233333,613.0218652,614.615874066667,615.989266033333,643.670730066667,666.9960114,708.225417466667,771.4552173,838.316425533333,924.3268738,1029.65542223333,1130.271949,1210.44996933333,1284.08317833333,1326.06888866667,1373.709895,1424.20566866667,1437.27538033333,1456.337378,1454.944284,1434.17034333333,1413.00770833333,1366.803506,1334.341235,1306.01471866667,1278.05883866667,1256.413107,1248.99640966667,1241.791078,1222.67026933333,1221.21452833333,1209.75187433333,1191.54396866667,1174.149491,1161.21340433333,1153.68994233333,1144.043721,1136.934208,1119.79551933333,1090.09153733333,1062.75167633333,1034.3322039,1011.4302891,982.042497533333,958.1242511,939.9994892,929.614573566667,937.0938782,964.849513166667,1040.86566533333,1176.126555,1384.69365633333,1682.84322533333,2050.23633633333,2454.914944,2878.21482,3320.74622,3803.069222,4348.66452833333,4954.66436733333,5587.07424033333,6190.09843366667,6723.19225633333,7160.67762733333,7521.98196333333,7794.40973133333,8006.828077,8178.679675,8342.929646,8499.38018833333,8630.62823633333,8731.206762,8808.69158333333,8868.552855,8924.12589066667,8978.22016066667,9023.06752233333,9048.66741033333,9065.09007166667,9081.27839,9096.03468,9106.70879766667,9125.333675,9157.064419,9210.08014633333,9272.975936,9343.40176766667,9412.02934066667,9475.971484,9536.114747,9591.57825233333,9641.826438,9674.48326333333,9701.20993133333,9727.79606966667,9760.69475333333,9778.902684,9781.023468,9759.41521966667,9723.44029666667,9677.06405033333,9623.51770033333,9564.10980466667,9501.73197,9433.67937866667,9341.43619766667,9230.13736233333,9087.88526033333,8919.177196,8755.58187833333,8583.34228,8408.89488533333,8223.599938,8039.37922966667,7872.20688933333,7744.12683033333,7621.77915233333,7531.12884466667,7457.17471033333,340,0.154666666666667,37,15.2933333333333,41.8552333333333,0.0636,-2.75514180863606,1.4792,44.2214,29.89548404543,32.7816
"BG","A02","H1",57.4195469033333,669.856618633333,677.082324066667,696.5550276,713.7775114,744.784609166667,797.151859933333,849.0703705,909.807806333333,999.173750666667,1106.27124166667,1203.22952633333,1281.60181566667,1352.33716233333,1403.72619866667,1448.78230733333,1484.48400333333,1518.770202,1527.200237,1525.96436733333,1515.22027233333,1495.03788833333,1455.47617166667,1425.224816,1405.90729266667,1385.36507233333,1360.964806,1345.10578633333,1346.13841366667,1341.16771333333,1333.14168866667,1324.16483533333,1306.33151766667,1294.92507066667,1281.06789766667,1276.70831533333,1271.25398166667,1257.10523966667,1236.74210466667,1210.486467,1184.642377,1162.60586866667,1135.38578233333,1110.73534133333,1088.26556866667,1071.7650428,1059.89428746667,1068.72989676667,1105.676668,1174.876478,1301.95455966667,1504.84000566667,1788.81990733333,2129.35502033333,2506.89869533333,2902.26145966667,3303.66177,3736.08296433333,4218.43547733333,4749.42784933333,5300.205169,5820.221006,6283.69508766667,6652.82265666667,6952.85024566667,7165.952215,7342.29288966667,7474.95413266667,7599.22576,7714.43530633333,7815.465234,7894.66632966667,7962.79350833333,8019.91220666667,8069.22555633333,8109.76808833333,8146.344555,8170.882123,8182.76313533333,8185.88654266667,8185.862074,8190.49398866667,8210.887451,8248.280649,8293.696662,8350.07483466667,8406.19009766667,8462.56438233333,8513.273595,8562.31423133333,8598.966627,8631.461348,8663.11322066667,8690.76536,8705.89815933333,8715.80274133333,8715.64140266667,8711.25798133333,8699.85560733333,8673.44458766667,8636.67253066667,8592.60044766667,8532.06419433333,8457.05328666667,8371.18097033333,8267.57911633333,8166.19359433333,8061.13188933333,7936.026302,7778.408347,7616.12291533333,7450.08152633333,7291.69524566667,7141.51043466667,6987.22259866667,6877.69128633333,6806.691777,6725.32608066667,6663.18102766667,340,0.121,36,15.72,43.7040666666667,0.0529,-2.93935194011788,1.3489,44.2555,32.8085847727778,33.4036
"BG","A03","H1",57.9202,658.292426433333,676.885064733333,686.642934666667,707.2706969,730.641158433333,788.205563,834.003948633333,907.7683185,1001.92650566667,1099.194426,1209.17036733333,1302.59689766667,1371.38578833333,1428.306459,1462.772128,1499.95211766667,1528.49693633333,1542.622329,1543.58042733333,1537.22202366667,1493.00850033333,1448.84686733333,1421.30262466667,1389.15497166667,1359.698905,1342.52132566667,1322.337438,1318.05400033333,1309.86600666667,1297.31286433333,1273.17922266667,1248.138508,1228.025274,1208.50909766667,1199.43260966667,1193.95993066667,1179.19039,1157.87754633333,1129.14992166667,1099.79900266667,1074.0611544,1043.22844896667,1015.1427451,989.873226433333,969.002715966667,960.278323033333,967.916673166667,1003.9697789,1084.29307633333,1221.12390133333,1438.260719,1749.88330266667,2128.20013466667,2543.87679133333,2966.90097366667,3411.878781,3904.33242566667,4478.779642,5104.04472233333,5742.13897266667,6334.592473,6855.43804466667,7274.02519866667,7605.76035433333,7835.239871,8018.95829066667,8164.492283,8309.22518033333,8442.472627,8557.58936233333,8650.81253766667,8726.01394566667,8775.456577,8811.87369166667,8844.57246866667,8872.32020966667,8890.63977366667,8892.360327,8885.44204866667,8877.90118933333,8875.11231666667,8897.66253166667,8948.74543966667,9010.41603933333,9069.972249,9124.82238833333,9178.60201466667,9233.83558966667,9289.05594366667,9343.60707733333,9393.24224033333,9436.964871,9462.74465966667,9468.08053866667,9465.60648033333,9456.340502,9443.98778766667,9421.997994,9386.780207,9336.19942266667,9273.909524,9197.90974666667,9110.43750766667,9010.31410366667,8896.310378,8771.24944633333,8635.33937333333,8497.46379066667,8329.87823466667,8124.76827966667,7922.764279,7750.094687,7582.14388133333,7456.254552,7377.504201,7307.63571966667,7242.66185,7185.274019,340,0.138333333333333,32.6666666666667,13.51,41.5628666666667,0.0577666666666667,-2.85134337092869,1.355,44.097,32.5439114391144,32.303
"BG","A04","H1",56.4093713666667,653.409548033333,658.7454287,669.8420425,693.926261733333,721.080289833333,759.477054233333,808.1228347,868.765045533333,977.341781866667,1075.40652433333,1171.096569,1253.01470333333,1334.49213933333,1380.58625366667,1422.64357866667,1456.54585666667,1490.59257666667,1494.80754,1502.58297066667,1482.84880933333,1456.64328633333,1413.42549366667,1387.86586,1356.87719833333,1330.65060766667,1313.195611,1301.21131766667,1293.57607866667,1278.79021266667,1278.85641666667,1264.505105,1241.66687733333,1223.70284433333,1207.017904,1202.78345533333,1194.59687366667,1184.71112966667,1167.47779233333,1138.375663,1112.53563733333,1085.946405,1064.86613366667,1032.351172,1012.14891593333,993.195541233333,980.804285166667,991.373895666667,1022.72665316667,1091.235479,1218.60213833333,1416.962479,1690.50753766667,2037.79606466667,2426.13048766667,2812.86774733333,3221.64357766667,3671.71293233333,4184.27978733333,4753.020729,5337.25454033333,5889.88633966667,6375.029855,6775.93677333333,7087.78412966667,7332.18941633333,7518.60902233333,7667.01414766667,7795.19628,7919.95192833333,8038.59933633333,8135.10352666667,8205.07529966667,8259.905757,8301.86636966667,8336.87108333333,8371.716635,8401.01259033333,8410.71831933333,8400.42877366667,8387.28673566667,8391.87611533333,8414.398533,8444.927147,8491.37737333333,8550.861902,8619.142539,8678.72617266667,8730.25270433333,8774.09289366667,8820.39993533333,8865.08511433333,8908.222228,8942.14057633333,8966.16580233333,8970.15157366667,8961.389215,8940.09420266667,8914.84532266667,8872.51665566667,8832.527806,8781.76978066667,8717.96239833333,8643.97864233333,8551.91847133333,8458.53621466667,8351.28196666667,8222.605296,8070.276359,7899.07742,7719.97800333333,7537.55259533333,7383.64539733333,7244.888843,7120.37183066667,6992.044994,6873.32409433333,6783.45864666667,6753.61340533333,340,0.129333333333333,39.3333333333333,16.29,40.9497333333333,0.0533333333333333,-2.93119375241642,1.4221,44.0996,31.010196188735,33.7395
"BG","A05","H1",65.49271367,648.699899733333,659.7011587,672.084809466667,700.3771593,721.196560366667,761.8587301,822.713599433333,888.245817566667,996.284083166667,1114.59089333333,1224.953138,1309.66872666667,1387.95093333333,1445.896471,1492.037286,1523.53861533333,1544.66095566667,1552.80169366667,1549.45227433333,1527.69331566667,1484.43295633333,1441.51292933333,1391.40072466667,1358.97118566667,1327.54536833333,1301.49615566667,1291.42645166667,1275.17917766667,1264.60278366667,1249.083371,1228.12539866667,1204.952548,1182.89826266667,1169.10011266667,1160.85528333333,1150.20160266667,1135.29860633333,1109.17740433333,1081.733565,1047.01746233333,1019.5613433,990.630371933333,964.713067066667,935.981365733333,922.790759,914.468518233333,923.8147627,963.695050266667,1045.2271191,1198.47274566667,1438.97879366667,1772.003022,2179.24891133333,2627.32499466667,3094.49628,3592.05026066667,4162.503913,4828.29186166667,5575.61748933333,6337.132177,7034.56600466667,7634.17530733333,8129.54333866667,8512.88930333333,8792.25926266667,9013.62372333333,9214.75486533333,9399.65425333333,9564.95564633333,9703.08620633333,9805.00879366667,9875.039251,9927.908587,9969.862347,9996.08415366667,10016.851404,10036.8727536667,10055.8733853333,10070.7953053333,10091.609791,10120.9354516667,10159.706546,10207.01986,10268.4685066667,10333.71132,10400.6855433333,10464.6712033333,10527.79208,10581.53402,10624.8102166667,10653.1836833333,10677.2368166667,10696.09143,10716.63053,10734.6745633333,10741.3514966667,10731.88911,10696.9839833333,10648.2097333333,10581.4806966667,10508.7609566667,10422.2747166667,10328.6578233333,10228.8719113333,10103.788528,9958.880379,9785.19475333333,9579.058354,9355.21840366667,9143.44870533333,8953.63966166667,8766.39261433333,8594.61558966667,8440.325222,8296.22473066667,8178.095989,8107.55292233333,8056.71127033333,340,0.264333333333333,58,21.9033333333333,38.8176333333333,0.0989,-2.31364604035347,1.4639,44.3445,30.2920281439989,33.0177
"BG","A06","H2",69.6562536566667,747.011427766667,757.114749833333,763.338775633333,798.422005033333,825.738445,863.380161333333,918.667764733333,988.724488133333,1083.8355915,1204.92920533333,1311.29454933333,1409.65802833333,1491.66789266667,1559.517693,1613.80819933333,1670.208337,1696.755951,1731.921531,1745.38092433333,1734.016311,1707.993747,1681.44692333333,1651.635459,1626.268122,1609.28038666667,1586.742703,1574.71286566667,1574.15108533333,1567.414157,1568.19067766667,1544.189242,1528.035701,1517.30363133333,1507.71432233333,1505.792621,1497.96469966667,1496.922395,1486.92057333333,1456.77259466667,1436.16772633333,1406.54527066667,1374.040814,1354.612256,1324.57897066667,1304.53858466667,1287.38862733333,1283.64046733333,1304.183716,1366.22028166667,1487.96952,1699.02984733333,1996.800017,2377.440273,2826.634301,3301.41995633333,3799.484424,4330.61828666667,4915.383911,5554.03285,6194.923676,6806.07034566667,7349.99268466667,7805.46543433333,8179.91429533333,8471.69927833333,8700.67013866667,8898.87710066667,9090.83002466667,9277.67519966667,9440.24990833333,9560.333635,9645.91379033333,9704.442353,9744.81803033333,9787.47862866667,9841.26216933333,9903.35265266667,9958.11170066667,10002.4733106667,10041.044136,10090.9783396667,10149.9030833333,10221.2297403333,10295.1581333333,10358.32838,10407.38125,10451.4591433333,10493.72049,10534.2727366667,10574.43967,10608.9737366667,10643.8859066667,10677.6166133333,10706.8317333333,10723.5786666667,10730.7208,10734.5346,10745.7787833333,10758.3002733333,10768.6133033333,10763.5123933333,10751.0953466667,10730.06201,10702.8820066667,10667.74421,10625.9874433333,10566.1655633333,10477.6110966667,10371.23849,10245.7914803333,10125.162953,10013.9541843333,9884.99197466667,9732.29779266667,9566.69546066667,9406.40111266667,9262.95924566667,9142.146102,340,0.111,56.2,23.9566666666667,43.3586333333333,0.0469,-3.0597376035299,1.326,43.567,32.8559577677225,33.4883
"BG","A07","H2",67.65226602,796.985095666667,816.8473153,814.261862866667,860.419674533333,901.019291533333,930.3934834,984.1652391,1054.50271583333,1150.465185,1264.84044166667,1376.766463,1453.53206433333,1536.20371133333,1617.51314433333,1672.59612066667,1731.686614,1765.23406466667,1794.38159,1805.79355,1810.103272,1796.150978,1769.10595733333,1749.36675066667,1715.938698,1698.43494633333,1687.95318433333,1675.66398033333,1672.66139433333,1675.87536866667,1665.31914633333,1660.13660266667,1646.04244633333,1632.62527466667,1629.11588666667,1622.43905533333,1622.06099133333,1614.92642133333,1611.910209,1593.46300633333,1567.78094566667,1545.13234033333,1521.61699566667,1496.67907233333,1471.104292,1450.77765866667,1432.73368866667,1432.29853166667,1454.196467,1508.057419,1621.076031,1816.95041366667,2093.43357833333,2443.81674533333,2850.09544333333,3282.081008,3730.291767,4213.732245,4738.42874166667,5306.869889,5892.11055066667,6447.82934533333,6938.47296533333,7359.05668366667,7709.028058,7976.368153,8181.69004966667,8363.07788766667,8543.67022833333,8725.91638266667,8878.33897833333,8988.79668566667,9062.24143733333,9110.86312633333,9153.599007,9202.70351,9257.68161433333,9308.91592266667,9350.98960766667,9382.00349033333,9422.36304333333,9479.047581,9543.150608,9608.39979533333,9669.97091166667,9732.19246766667,9785.84148633333,9827.451041,9856.16811733333,9879.76003733333,9906.19608966667,9931.56616833333,9950.605942,9964.17741033333,9977.630712,9996.842781,10019.2157436667,10041.0739793333,10055.8024603333,10070.2999533333,10083.4368106667,10078.183461,10059.147033,10023.9722023333,9994.97718733333,9964.85322733333,9921.56717066667,9869.12842033333,9792.42614766667,9710.483613,9608.82925766667,9497.05539933333,9388.30309033333,9267.244894,9152.21649566667,9029.045974,8925.07523766667,8845.6321,8779.69233633333,340,0.071,41.1333333333333,19.48,47.5224,0.0336,-3.39322921201298,1.2314,43.8318,35.5950950138054,33.6144
"BG","A08","H2",61.2602341166667,642.8520021,660.9180504,658.558411066667,685.1516559,713.9810897,758.594317,817.321083033333,870.3418439,945.987193166667,1054.69628466667,1140.63895133333,1240.70771266667,1305.098717,1363.054428,1410.037872,1448.25515766667,1488.93224766667,1514.880953,1516.02831266667,1512.87653533333,1464.54590666667,1455.451212,1422.83039533333,1408.64826033333,1384.26842566667,1369.74324866667,1360.647662,1352.1505,1353.30727333333,1337.96997933333,1335.259424,1322.67116966667,1303.76490933333,1300.53351466667,1294.95782033333,1296.50018,1291.078317,1279.162299,1254.913631,1233.60825766667,1212.403102,1192.17806833333,1179.92049866667,1153.794377,1131.98321933333,1122.93784433333,1124.00552233333,1147.83541966667,1210.17285133333,1325.22881,1506.06998333333,1766.65249466667,2091.83641766667,2465.36168566667,2873.00250966667,3300.57935866667,3755.55755866667,4287.130811,4873.17875366667,5468.30249166667,6043.13157533333,6568.30856766667,7010.76746333333,7382.03156433333,7650.68957133333,7869.43574533333,8068.99502233333,8266.89707066667,8452.202086,8621.57739,8746.11283266667,8830.05993533333,8874.96357633333,8904.47533233333,8939.05735633333,8983.82735366667,9025.82445266667,9053.45260133333,9078.806394,9121.69514233333,9176.46608166667,9235.36325166667,9294.721861,9343.10689366667,9395.028977,9446.141097,9497.89289233333,9536.772521,9567.744411,9588.50291,9605.321163,9624.602361,9650.651402,9682.61991566667,9712.997285,9732.68165966667,9735.15137833333,9729.194495,9719.65806966667,9701.91077166667,9680.47519366667,9637.50995533333,9590.80910066667,9540.25848166667,9475.10411166667,9403.19956866667,9313.399312,9205.70105166667,9089.89764,8969.85130766667,8842.86113333333,8721.670188,8593.984177,8455.38817833333,8347.904508,8251.918679,8148.346496,8062.76587166667,340,0.162266666666667,83,37.5666666666667,45.6208333333333,0.073,-2.61729583783375,1.2249,44.1861,36.0732304677933,33.128
"BG","A09","H2",59.58769601,641.444107233333,674.4847761,668.622868633333,694.1533803,725.160138733333,769.2174092,823.147426566667,879.970006366667,948.409896533333,1053.96454766667,1148.77184133333,1235.38482266667,1305.177097,1368.16067833333,1412.11674833333,1464.291711,1485.804673,1508.53607266667,1516.82914766667,1525.124671,1501.045049,1478.12508266667,1451.25825566667,1422.43104533333,1407.286993,1397.53987633333,1390.26243766667,1390.69218166667,1393.016953,1378.77467733333,1371.41011466667,1368.751147,1349.86071666667,1342.543575,1345.018793,1336.15816633333,1341.361652,1331.88367633333,1316.45940433333,1295.89089666667,1273.737417,1252.978276,1223.29036066667,1205.779033,1191.01935866667,1179.869161,1177.33487333333,1200.59224233333,1258.09568733333,1379.412808,1568.013473,1821.18532533333,2147.03921066667,2520.62995633333,2914.55648366667,3325.28957833333,3766.61481,4251.95200533333,4797.62806666667,5359.21769166667,5889.422331,6366.87534233333,6771.255256,7087.46020066667,7324.83704133333,7505.980033,7680.67501366667,7870.19260066667,8058.36693466667,8209.009922,8319.03495433333,8384.088776,8424.493882,8458.89111766667,8495.64987866667,8530.39366966667,8566.61723833333,8598.61930033333,8620.75255733333,8647.12220833333,8683.74182366667,8733.03453333333,8795.583358,8862.330438,8928.10183133333,8980.767653,9016.73764366667,9051.70060133333,9085.31626366667,9101.97172866667,9115.42981933333,9126.24666,9140.85377733333,9152.09818166667,9165.66317233333,9176.30655,9184.782811,9177.69426566667,9154.959584,9128.68369466667,9111.51727666667,9083.27278366667,9041.78725033333,8976.453825,8894.77264666667,8820.52164933333,8750.83109433333,8687.49310466667,8620.031252,8541.88814433333,8439.87791033333,8313.20245433333,8180.80862566667,8057.45483966667,7923.90519066667,7801.33975933333,7692.370887,7597.189568,340,0.1596,88.5333333333333,39.14,44.2972,0.0704666666666667,-2.65261549421411,1.1916,44.0586,36.9743202416918,33.758
"BG","A10","H2",61.5615787866667,656.742405933333,671.366440733333,680.0705263,711.262313,741.605732033333,780.3490485,833.749230033333,902.1372804,1002.6473842,1098.521446,1214.95788733333,1307.86451366667,1377.16325933333,1444.83031333333,1497.56501166667,1541.96566266667,1582.68900266667,1608.77761533333,1612.16884333333,1605.38559066667,1577.52068033333,1552.71108533333,1521.69325833333,1487.48631466667,1461.1682,1442.83045833333,1440.01822033333,1441.87616033333,1430.77046,1415.334329,1400.85414166667,1383.75108666667,1371.527192,1359.938407,1353.4307,1351.51944566667,1349.91606733333,1330.88294633333,1302.77912166667,1276.222935,1251.198479,1223.94631433333,1198.31867166667,1169.19492233333,1150.56506166667,1138.51803633333,1134.73657866667,1160.66168133333,1224.71814133333,1349.467108,1551.45354,1838.56821433333,2199.09129966667,2607.98650133333,3040.811898,3493.441456,3976.70651766667,4517.48824966667,5103.65811433333,5701.12893533333,6268.47182466667,6775.682036,7176.18267633333,7497.29976833333,7729.269521,7927.023255,8114.22881366667,8303.88281233333,8484.84843366667,8641.891817,8745.19381333333,8804.80519433333,8829.91528566667,8852.144094,8876.785623,8905.813604,8940.57947666667,8976.49412933333,9009.672733,9037.105299,9067.04936466667,9120.820867,9187.37322833333,9249.925408,9294.22705933333,9335.077612,9369.69307233333,9392.43923066667,9416.110405,9443.04668866667,9473.89333266667,9497.78472966667,9508.72670566667,9505.43851,9496.225989,9484.26881233333,9480.961539,9484.00492266667,9482.18543366667,9456.14838666667,9422.185994,9375.49803766667,9332.51370933333,9277.12768766667,9213.18589833333,9141.411152,9054.31394633333,8955.88463033333,8835.26754333333,8703.402315,8598.05938833333,8477.23313733333,8353.148557,8246.75486966667,8137.73314533333,8034.76383866667,7919.709354,7802.56406966667,340,0.112133333333333,64.3333333333333,28.1366666666667,44.2177,0.0491666666666667,-3.01253939187037,1.3386,43.6668,32.6212460779919,31.9687
